,function,docstring,file_name,id,label
3,"protected boolean canBreed() 
    {
        Field field = getField();
        List<Location> adjacent = field.adjacentLocations(getLocation());
        Iterator<Location> it = adjacent.iterator();
        while(it.hasNext()) {
            Location where = it.next();
            Object organism = field.getObjectAt(where);
            //object at adjacent location needs to be an animal
            if (organism instanceof Animal) {
                Animal animal = (Animal) organism;
                //adjacent animal needs to be alive
                if (animal.isAlive()){
                    //same species for both animals 
                    if (sameSpecies(animal)) {
                        //different genders for both animals 
                        if (diffGender(animal)) {
                            //both animals need to be breeding age 
                            if (animal.ofBreedingAge() && ofBreedingAge()){
                                return true;                     
                            }
                        }
                    }
                }
            }
        }
        return false; 
    }","An animal can breed if the object at its adjacent location is an animal
of the same species but different gender. Also, both animals need to be of
breeding age.
@return True if all conditions satisfied",Animal.java,570.0,3
4,"private boolean diffGender(Animal other) 
    {
        return !other.getGender().equals(gender);
    }","Check whether both animals are of different gender.
@return true if different gender, false if not.",Animal.java,570.0,3
5,"private boolean sameSpecies(Animal other) 
    {
        return other.getClass().equals(getClass());
    }","Check whether both animals are of different species.
@return true if same species, false if not.",Animal.java,570.0,3
6,"private boolean ofBreedingAge()
    {
        return getAge() <= getBreedingAge();
    }","Check whether animals have reached breeding age.
@return true if animal of breeding age, false if not.",Animal.java,570.0,3
7,"public void infect()
    {
        if(isAlive() && !isImmune) {
            infection = rand.nextInt(MAX_INFECTION_TIME); 
            if (infection == MAX_INFECTION_TIME) {
                setDead();
            }
            isImmune = true;
        }
    }",Infect animal if it is not immune.,Animal.java,570.0,3
8,"public boolean isInfected() {
        return infection > 0;
    }","Check whether animals are infected.
@return true if infected, false if not",Animal.java,570.0,3
9,"protected void infectOthers()
    {
        Field field = getField();
        Location location = getLocation();
        List<Location> adjacent = field.adjacentLocations(getLocation());
        Iterator<Location> it = adjacent.iterator();
        while(it.hasNext()) {
            Location where = it.next();
            Object object = field.getObjectAt(where);
            if(object instanceof Animal) {
                Animal other = (Animal) object;
                if(other.isAlive()){
                    other.infect();
                }
            }
        }
    }","Look for uninfected animals adjacent to the current location.
If found, infect them.",Animal.java,570.0,3
10,"protected void heal() 
    {
        if (isInfected()) {
            infection --; 
        }      
    }","If animal is infected, execute the healing process. If infection reaches
zero, animal is healed.",Animal.java,570.0,3
0,"public void act()
    {
        for(int row = 0; row < getField().getDepth(); row++) {
            for(int col = 0; col < getField().getWidth(); col++) {
                Location where = new Location(row, col);
                Object object = getField().getObjectAt(where);
                if(object instanceof Plant) {
                    Plant plant = (Plant) object;
                    if (plant.isAlive()) {
                        plant.incrementWaterLevel();
                    }
                }
            }
        }            
    }",This is what rain does.,Rain.java,570.0,3
1,"public String toString() 
    {
        return displayString; 
    }","Return display string for rain.
@return The rainy word as a string",Rain.java,570.0,3
0,"public void act(List<Animal> newRabbits)
    {
        incrementAge();
        if(isAlive()) {
            giveBirth(newRabbits);            
            // Try to move into a free location.
            Location newLocation = getField().freeAdjacentLocation(getLocation());
            if(newLocation != null) {
                setLocation(newLocation);
            }
            else {
                // Overcrowding.
                setDead();
            }
        }
    }","This is what the rabbit does most of the time - it runs
around. Sometimes it will breed or die of old age.
@param newRabbits A list to return newly born rabbits.",Rabbit.java,579.0,3
1,"private void incrementAge()
    {
        age++;
        if(age > MAX_AGE) {
            setDead();
        }
    }","Increase the age.
This could result in the rabbit's death.",Rabbit.java,579.0,3
2,"private void giveBirth(List<Animal> newRabbits)
    {
        // New rabbits are born into adjacent locations.
        // Get a list of adjacent free locations.
        Field field = getField();
        List<Location> free = field.getFreeAdjacentLocations(getLocation());
        int births = breed();
        for(int b = 0; b < births && free.size() > 0; b++) {
            Location loc = free.remove(0);
            Rabbit young = new Rabbit(false, field, loc);
            newRabbits.add(young);
        }
    }","Check whether or not this rabbit is to give birth at this step.
New births will be made into free adjacent locations.
@param newRabbits A list to return newly born rabbits.",Rabbit.java,579.0,3
3,"private int breed()
    {
        int births = 0;
        if(canBreed() && rand.nextDouble() <= BREEDING_PROBABILITY) {
            births = rand.nextInt(MAX_LITTER_SIZE) + 1;
        }
        return births;
    }","Generate a number representing the number of births,
if it can breed.
@return The number of births (may be zero).",Rabbit.java,579.0,3
4,"private boolean canBreed()
    {
        return age >= BREEDING_AGE;
    }","A rabbit can breed if it has reached the breeding age.
@return true if the rabbit can breed, false otherwise.",Rabbit.java,579.0,3
